id,strategy,ticker,ticker_id,signal_date,side,close_reason,entry_date,exit_date,entry_price,entry_price_adjusted,exit_price,exit_price_adjusted,tp,sl,atr,atr_entry_adjusted,size,size_adjusted,allocation_usd,gross_pnl_usd,net_pnl_usd,gross_pnl_pct,net_pnl_pct,commission_usd,commission_pct
365007,wf1-p16-short-6471,A,1,2020-09-03,Short,Time,2020-09-04,2020-09-23,100.07,96.95412772614623,98.6,95.52997998142607,87.86739668869994,99.98303807196166,2.0841681553561484,2.019273563876952,19,19.610614262555593,1901.33,27.92841207459553,27.35841207459553,0.013964206037297765,0.013679206037297765,0.57,0.000285
365008,wf1-p16-short-6471,A,1,2020-10-22,Short,SL,2020-10-23,2020-11-05,107.23,104.07854696241876,110.17005320089943,106.93214794872256,95.51774400350736,106.93214794872256,1.9600045202517131,1.9024006575358665,18,18.54503215438764,1930.14,-52.920122046796315,-53.460122046796315,-0.02646006102339816,-0.026730061023398158,0.54,0.00027
365009,wf1-p16-short-6471,A,1,2020-11-10,Short,SL,2020-11-11,2020-11-24,111.14,107.87365624714378,115.67375519154862,112.27414911814789,94.67217763413146,112.27414911814789,3.022491277900829,2.9336619140027387,17,17.514748880591743,1889.38,-77.07352758647107,-77.58352758647108,-0.038536763793235534,-0.03879176379323554,0.51,0.000255
365010,wf1-p16-short-6471,A,1,2021-02-17,Short,TP,2021-02-18,2021-03-04,129,125.41410714285713,114.46881469510002,111.2868026403745,111.2868026403745,130.12320864368468,3.2291640733036475,3.1394010005516946,15,15.42888630380212,1935,217.96857494799627,217.51857494799629,0.10898428747399813,0.10875928747399814,0.44999999999999996,0.00022499999999999997
365011,wf1-p16-short-6471,A,1,2021-04-26,Short,TP,2021-04-27,2021-05-12,136.93,133.3225446365768,129.08121482352814,125.68059109034303,125.68059109034303,135.8698624853214,1.7441622944286475,1.6982118991630581,14,14.37881346493644,1917.02,109.88222454900485,109.46222454900484,0.05494111227450242,0.05473111227450242,0.42,0.00020999999999999998
365012,wf1-p16-short-6471,A,1,2021-05-24,Short,SL,2021-05-25,2021-05-26,133.41,129.89535795991893,136.64128287819028,133.04149396059134,120.45694995790166,133.04149396059134,2.1541750243772917,2.097424000448283,14,14.37880482669995,1867.74,-45.23767551192297,-45.657675511922974,-0.022618837755961487,-0.022828837755961486,0.42,0.00020999999999999998
365013,wf1-p16-short-6471,A,1,2021-12-30,Short,TP,2021-12-31,2022-01-10,160.35,156.52550435327277,144.84569050863567,141.57578607355165,141.57578607355165,161.50874377984647,3.4033322358663334,3.322159617715805,12,12.293204279713711,1924.1999999999998,183.77994073678187,183.41994073678185,0.09188997036839093,0.09170997036839093,0.36,0.00017999999999999998
365014,wf1-p16-short-6471,A,1,2022-08-18,Short,Time,2022-08-19,2022-09-07,139.35,136.65959925882862,128.97,126.47999486418627,119.05858593381382,142.52660370050023,3.9883382915458125,3.911336294447736,14,14.27561628001749,1950.8999999999999,145.32012622029396,144.90012622029397,0.07266006311014697,0.07245006311014698,0.42,0.00020999999999999998
365015,wf1-p16-short-6471,A,1,2022-09-12,Short,TP,2022-09-13,2022-09-23,136.32,133.68812772203088,122.40378373403894,120.04056199430823,120.04056199430823,138.23731629793843,3.0924979265032215,3.032792383938368,14,14.275613194076437,1908.48,194.82736936970286,194.40736936970288,0.09741368468485143,0.09720368468485144,0.42,0.00020999999999999998
365016,wf1-p16-short-6471,A,1,2022-10-17,Short,SL,2022-10-18,2022-11-01,133.92,131.56177306122447,140.29796399842627,137.82738944607982,112.76492390665842,137.82738944607982,4.251951139177502,4.177077589903565,14,14.250948101220049,1874.8799999999999,-89.29097392272756,-89.71097392272756,-0.04464548696136378,-0.04485548696136378,0.42,0.00020999999999999998
365017,wf1-p16-short-6471,A,1,2023-04-14,Short,TP,2023-04-17,2023-04-26,139.62,137.58968876524716,128.78364695746282,126.91090519228662,126.91090519228662,141.14928328956734,2.4080805858135634,2.3730630162134525,14,14.20658784492955,1954.68,151.70907690625455,151.28907690625456,0.07585453845312727,0.07564453845312728,0.42,0.00020999999999999998
